committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Anna Krzywicka, dyrektor Departamentu Środowiska Najwyższej Izby Kontroli ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Adam Pęzioł, prezes Zarządu Regionalnego Funduszu Ochrony Środowiska i Gospodarki Wodnej w Rzeszowie ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Małgorzata Owsiany, dyrektor Regionalnego Zarządu Gospodarki Wodnej w Krakowie wraz ze współpracownikami ,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Małgorzata Wajda, dyrektor Podkarpackiego Zarządu Melioracji i Urządzeń Wodnych w Rzeszowie ,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Grażyna Zagrobelna, dyrektor Regionalnej Dyrekcji Lasów Państwowych w Krośnie ,Lasy Państwowe,,,,,,,,,,,,,,,,1
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Lesław Leśniak, p.o. Dyrektora Magurskiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Mariusz Sepioł, starosta jasielski ,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Ryszard Pabian, burmistrz miasta Jasło ,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Grzegorz Bara, wójt gminy Nowy Żmigród,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,, Kazimierz Miśkowicz, wójt gminy Krempna ,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Tadeusz Źrebiec, sołtys wsi Kąty ,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Józef Żarnowski, sołtys wsi Myscowa.,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,, Bogusława Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,, Dawid Ożóg, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,37,  - informację na temat aktualnego stanu finansowego Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej.  ,,Mariusz Gajda, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,37,  - informację na temat aktualnego stanu finansowego Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej.  ,,Jacek Spyrka ,wiceprezes zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VIII,37,  - informację na temat aktualnego stanu finansowego Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej.  ,,Anna Krzywicka, dyrektor Departamentu Środowiska Najwyższej Izby Kontroli.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,37,  - informację na temat aktualnego stanu finansowego Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej.  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,37,  - informację na temat aktualnego stanu finansowego Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej.  ,, Bogusława Kram, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,37,  - informację na temat aktualnego stanu finansowego Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej.  ,,Mirosław Sobolewski, - główny specjalista z Biura Analiz Sejmowych.,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,38,"  - pierwsze czytanie rządowego projektu ustawy o ratyfikacji przyjętego w Paryżu w dniu 12 grudnia 2015 r. Porozumienia paryskiego do Ramowej konwencji Narodów Zjednoczonych w sprawie zmian klimatu, sporządzonej w Nowym Jorku dnia 19 maja 1992 r. (druk nr 886).  ",,Jan Szyszko, minister środowiska wraz ze współpracownikami ,,,,,,,,,1,,,,,,,,
OSZ,VIII,38,"  - pierwsze czytanie rządowego projektu ustawy o ratyfikacji przyjętego w Paryżu w dniu 12 grudnia 2015 r. Porozumienia paryskiego do Ramowej konwencji Narodów Zjednoczonych w sprawie zmian klimatu, sporządzonej w Nowym Jorku dnia 19 maja 1992 r. (druk nr 886).  ",,Renata Szczęch, podsekretarz stanu w Ministerstwie Spraw Zagranicznych wraz ze współpracownikami ,,,,,,,,,1,,,,,,,,
OSZ,VIII,38,"  - pierwsze czytanie rządowego projektu ustawy o ratyfikacji przyjętego w Paryżu w dniu 12 grudnia 2015 r. Porozumienia paryskiego do Ramowej konwencji Narodów Zjednoczonych w sprawie zmian klimatu, sporządzonej w Nowym Jorku dnia 19 maja 1992 r. (druk nr 886).  ",,Artur Michalski, wiceprezes Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej   ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VIII,38,"  - pierwsze czytanie rządowego projektu ustawy o ratyfikacji przyjętego w Paryżu w dniu 12 grudnia 2015 r. Porozumienia paryskiego do Ramowej konwencji Narodów Zjednoczonych w sprawie zmian klimatu, sporządzonej w Nowym Jorku dnia 19 maja 1992 r. (druk nr 886).  ",,Kornel Drabarek, wicedyrektor Departamentu Środowiska Najwyższej Izby Kontroli.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,38,"  - pierwsze czytanie rządowego projektu ustawy o ratyfikacji przyjętego w Paryżu w dniu 12 grudnia 2015 r. Porozumienia paryskiego do Ramowej konwencji Narodów Zjednoczonych w sprawie zmian klimatu, sporządzonej w Nowym Jorku dnia 19 maja 1992 r. (druk nr 886).  ",,"Piotr Babiński, Bartosz Bąk, Bogusława Kram, Artur Kucharski ",- z sekretariatów Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,38,"  - pierwsze czytanie rządowego projektu ustawy o ratyfikacji przyjętego w Paryżu w dniu 12 grudnia 2015 r. Porozumienia paryskiego do Ramowej konwencji Narodów Zjednoczonych w sprawie zmian klimatu, sporządzonej w Nowym Jorku dnia 19 maja 1992 r. (druk nr 886).  ",,Przemysław Sadłoń, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,,Andrzej Szweda-Lewandowski, podsekretarz stanu w Ministerstwie Środowiska główny konserwator przyrody wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,,Teresa Warchałowska, wicedyrektor Departamentu Środowiska Najwyższej Izby Kontroli ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,,Mirosław Paszczyk, dyrektor Departamentu Inwestycji i Nadzoru Krajowego Zarządu Gospodarki Wodnej   ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,,Dobrawa Morzyńska, asystentka przewodniczącego Komisji Ochrony Środowiska Zasobów Naturalnych i Leśnictwa.,,,,,,,,,,1,,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,, Bogusława Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,, Jakub Krowiranda,,,,,,,,,,,1,,,,,,,
OSZ,VIII,39,  - Informację o realizacji zadań wynikających z uchylonego „Programu dla Odry-2006” za rok 2015 (druk nr 683).  ,, Anna Woźniak ,- z sekretariatów komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,40,  - Informację Najwyższej Izby Kontroli o wynikach kontroli wykorzystania środków publicznych uzyskiwanych z umów dotacji na działania dotyczące ochrony przyrody i edukacji ekologicznej;    - Informację Najwyższej Izby Kontroli o wynikach kontroli kształtowania cen usług za dostarczanie wody i odprowadzanie ścieków.  ,,Andrzej Szweda-Lewandowski, podsekretarz stanu w Ministerstwie Środowiska główny konserwator przyrody wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,40,  - Informację Najwyższej Izby Kontroli o wynikach kontroli wykorzystania środków publicznych uzyskiwanych z umów dotacji na działania dotyczące ochrony przyrody i edukacji ekologicznej;    - Informację Najwyższej Izby Kontroli o wynikach kontroli kształtowania cen usług za dostarczanie wody i odprowadzanie ścieków.  ,,Wojciech Kutyła ,wiceprezes Najwyższej Izby Kontroli wraz ze współpracownikami ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,40,  - Informację Najwyższej Izby Kontroli o wynikach kontroli wykorzystania środków publicznych uzyskiwanych z umów dotacji na działania dotyczące ochrony przyrody i edukacji ekologicznej;    - Informację Najwyższej Izby Kontroli o wynikach kontroli kształtowania cen usług za dostarczanie wody i odprowadzanie ścieków.  ,,Jacek Spyrka, wiceprezes Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami.,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VIII,40,  - Informację Najwyższej Izby Kontroli o wynikach kontroli wykorzystania środków publicznych uzyskiwanych z umów dotacji na działania dotyczące ochrony przyrody i edukacji ekologicznej;    - Informację Najwyższej Izby Kontroli o wynikach kontroli kształtowania cen usług za dostarczanie wody i odprowadzanie ścieków.  ,,Bartosz Bąk,,,,,,,,,,,,,,,,,,
OSZ,VIII,40,  - Informację Najwyższej Izby Kontroli o wynikach kontroli wykorzystania środków publicznych uzyskiwanych z umów dotacji na działania dotyczące ochrony przyrody i edukacji ekologicznej;    - Informację Najwyższej Izby Kontroli o wynikach kontroli kształtowania cen usług za dostarczanie wody i odprowadzanie ścieków.  ,, Bogusława Kram, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,41,"  - informację ministra środowiska na temat ochrony powietrza w kontekście niskiej emisji, emisji transportowej, wprowadzenia stref ograniczonej emisji transportowej, wprowadzenia standardów emisyjnych dla kotłów i norm jakości paliw stałych.  ",,Paweł Sałek, sekretarz stanu w Ministerstwie Środowiska pełnomocnik rządu ds. polityki klimatycznej wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
