num,term_office,committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
2042,VII,OSZ,VII,194,  - poprawki zg?oszone w czasie drugiego czytania do projektu ustawy o zu?ytym sprz?cie elektrycznym i elektronicznym (druki nr 3244 i 3563).  ,,Janusz Ostapiuk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2043,VII,OSZ,VII,194,,,Maria Sieklicka, g?ówny specjalista w Departamencie ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2044,VII,OSZ,VII,194,,,Ma?gorzata Tomczak, naczelnik wydzia?u w Departamencie Kontroli Rynku G?ównego Inspektoratu Ochrony ?rodowiska ,G?ówny Inspektor Ochrony ?rodowiska,GIO?,,,,,,,,,1,,,,,,
2045,VII,OSZ,VII,194,,,Adam Ma?yszko ,prezes Zarz?du Stowarzyszenia Forum Recyklingu Samochodów ,Forum Recyklingu Samochodów,FORS,1,,,,,,,,,,,,,,
2046,VII,OSZ,VII,194,,,Marta Laskowska ,cz?onek Zarz?du Grupy Polskich Przemys?owców Stowarzyszenie Recyklingu,,,1,1,,,,,,,,,,,,,
2047,VII,OSZ,VII,194,,,Rados?aw Maj, koordynator projektu CECED Polska Zwi?zek Pracodawców AGD   ,,,,,1,,,,,,,,,,,,
2048,VII,OSZ,VII,194,,,Robert Wawrzonek ,cz?onek Rady Nadzorczej Zwi?zku Pracodawców Bran?y Elektroodpadów ELEKTRO-ODZYSK.,,,,,1,,,,,,,,,,,,
2049,VII,OSZ,VII,194,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2050,VII,OSZ,VII,194,,, Bogus?awa Kram ,i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2051,VII,OSZ,VII,194,,,Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2052,VII,OSZ,VII,194,,,Micha? Baranowski ,i ,,,,,,,,,,1,,,,,,,
2053,VII,OSZ,VII,194,,,?ukasz Grabarczyk, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2054,VII,OSZ,VII,195,  - sprawozdanie Podkomisji nadzwyczajnej o poselskim projekcie ustawy o zmianie ustawy - Prawo ?owieckie oraz niektórych innych ustaw (druk nr 2970) oraz rz?dowym projekcie ustawy o zmianie ustawy - Prawo ?owieckie (druk nr 3192).  ,,Wanda Nowicka, wicemarsza?ek Sejmu RP ,,,,,,,,,,1,,,,,,,
2055,VII,OSZ,VII,195,,,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska g?ówny konserwator przyrody wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2056,VII,OSZ,VII,195,,,Anna Krzywicka, dyrektor Departamentu ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2057,VII,OSZ,VII,195,,,Tomasz Zalasi?ski, radca prawny pe?nomicnik Zarz?du G?ównego Polskiego Zwi?zku ?owieckiego wraz ze wspó?pracownikami ,Polski Zwi?zek ?owiecki,Polski Zwi?zek ?owiecki,,1,,,,,,,,,,,,,
2058,VII,OSZ,VII,195,,,Jan B?aszczyk, kierownik Zespo?u ds. ?owiectwa w Dyrekcji Generalnej Lasów Pa?stwowych ,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
2059,VII,OSZ,VII,195,,,Marcin Szwed, i ,,,,,,,,,,,,,,,,,
2060,VII,OSZ,VII,195,,,Micha? Szwast, prawnicy Helsi?skiej Fundacji Praw Cz?owieka ,Helsi?ska Fundacja Praw Cz?owieka,HFPC,1,,,,,,,,,,,,,,
2061,VII,OSZ,VII,195,,,Katarzyna Czaj-Trzci?ska, dyrektor Zespo?u Spraw Spo?ecznych i Prawa Administracyjnego w Biurze Rzecznika Praw Dziecka ,,,,,,,,,,,1,,,,,,
2062,VII,OSZ,VII,195,,,Ma?gorzata Ramatowska, starszy specjalista w Krajowej Radzie Izb Rolniczych ,,,,1,,,,,,,,,,,,,
2063,VII,OSZ,VII,195,,,Dorota Wiland, prezes Fundacji IUS ANIMALIA , Fundacja na Rzecz Ochrony Zwierz?t IUS ANIMALIA,,1,,,,,,,,,,,,,,
2064,VII,OSZ,VII,195,,,Renata Durda, kierowniczka Ogólnopolskiego Pogotowia dla Ofiar Przemocy w Rodzinie „Niebieska Linia” ,,,1,,,,,,,,,,,,,,1
2065,VII,OSZ,VII,195,,,Tomasz Zdrojewski, przedstawiciel Stowarzyszenia Pracownia na rzecz Wszystkich Istot ,,,1,,,,,,,,,,,,,,
2066,VII,OSZ,VII,195,,,Katarzyna ?liwa-?obacz, prezes Fundacji Mondo Cane ,Fundacja Mondo Cane,,1,,,,,,,,,,,,,,
2067,VII,OSZ,VII,195,,,Rafa? Gawe?, prezes zarz?du Stowarzyszenia Teatralnego Dom na M?ynowej „Teatr Trzyrzecze” ,,,1,,,,,,,,,,,,,,
2068,VII,OSZ,VII,195,,,Zenon Kruczy?ski ,przedstawiciel Koalicji „Niech ?yj?!”   prof. ,,,1,,,,,,,,,,,,,,
2069,VII,OSZ,VII,195,,,Marek Gromiec, - sta?y doradca Komisji.,,,,,,,,,,1,,,,,,,
2070,VII,OSZ,VII,195,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2071,VII,OSZ,VII,195,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2072,VII,OSZ,VII,195,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2073,VII,OSZ,VII,195,,,Dariusz D?bkowski,,,,,,,,,,,1,,,,,,,
2074,VII,OSZ,VII,195,,, Dorota Rutkowska-Skwara ,,Biuro Legislacyjne,,,,,,,,,,,,,,,,
2075,VII,OSZ,VII,196,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druk nr 3667).  ,,Marcin Korolec, sekretarz stanu w Ministerstwie ?rodowiska pe?nomocnik rz?du ds. polityki klimatycznej wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2076,VII,OSZ,VII,196,,,Dorota Zawadzka-St?pniak, zast?pca prezesa zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
2077,VII,OSZ,VII,196,,,Teresa Warcha?owska, wicedyrektor Departamentu ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2078,VII,OSZ,VII,196,,,Jaros?aw Kom?a, ekspert Zwi?zku Powiatów Polskich.,Zwi?zek Powiatów Polskich,,1,,,,,,,,,1,,,,,
2079,VII,OSZ,VII,196,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2080,VII,OSZ,VII,196,,, Anna Jasie?ska,,,,,,,,,,,1,,,,,,,
2081,VII,OSZ,VII,196,,," Bogus?awa Kram, Dariusz Myrcha, Krystyna Paj?k", - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2082,VII,OSZ,VII,196,,,?ukasz Grabarczyk, ,,,,,,,,,,1,,,,,,,
2083,VII,OSZ,VII,196,,,Dorota Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2084,VII,OSZ,VII,197,"  - uchwa?? Senatu RP w sprawie ustawy o zmianie ustawy o udost?pnianiu informacji o ?rodowisku i jego ochronie, udziale spo?ecze?stwa w ochronie ?rodowiska oraz o ocenach oddzia?ywania na ?rodowisko oraz ustawy o szczególnych zasadach przygotowania i realizacji inwestycji w zakresie dróg publicznych (druk nr 3653).  ",,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2085,VII,OSZ,VII,197,,,Miros?aw Sa?ata, doradca techniczny w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2086,VII,OSZ,VII,197,,,Micha? Lonc, specjalista w Departamencie Ocen Oddzia?ywania na ?rodowisko w Generalnej Dyrekcji Ochrony ?rodowiska   senator ,,,,,,,,,,,1,,,,,,
2087,VII,OSZ,VII,197,,,Stanis?aw Hodorowicz,.,,,,,,,,,,1,,,,,,,
2088,VII,OSZ,VII,197,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2089,VII,OSZ,VII,197,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2090,VII,OSZ,VII,197,,, Jolanta Misiak ,i ,,,,,,,,,,1,,,,,,,
2091,VII,OSZ,VII,197,,,Marcin Mykiety?ski, - z sekretariatów Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2092,VII,OSZ,VII,197,,,Dariusz D?bkowski ,i ,,,,,,,,,,1,,,,,,,
2093,VII,OSZ,VII,197,,,Ida Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2094,VII,OSZ,VII,198,"  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy o udost?pnianiu informacji o ?rodowisku i jego ochronie, udziale spo?ecze?stwa w ochronie ?rodowiska oraz o ocenach oddzia?ywania na ?rodowisko oraz niektórych innych ustaw (druk nr 3677).  ",,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2095,VII,OSZ,VII,198,,,Miros?aw Sa?ata ,doradca techniczny w Departamencie ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2096,VII,OSZ,VII,198,,,Katarzyna Klich, g?ówny specjalista w Wydziale Gospodarki Wodnej Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej.,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
2097,VII,OSZ,VII,198,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2098,VII,OSZ,VII,198,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2099,VII,OSZ,VII,198,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2100,VII,OSZ,VII,198,,,Dariusz D?bkowski,,,,,,,,,,,1,,,,,,,
2101,VII,OSZ,VII,198,,, Dorota Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2102,VII,OSZ,VII,199,"  - pierwsze czytanie poselskiego projektu ustawy o szkodach ?owieckich, ubezpieczeniach obowi?zkowych od szkód ?owieckich, ?owieckim Funduszu Odszkodowawczym oraz o zmianie niektórych ustaw (druk nr 3666).  ",,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska g?ówny konserwator przyrody wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2103,VII,OSZ,VII,199,,,Tadeusz Nalewajk, podsekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi wraz ze wspó?pracownikami ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
2104,VII,OSZ,VII,199,,,Andrzej Maci??ek, wiceprezes zarz?du Polskiej Izby Ubezpiecze? wraz ze wspó?pracownikami,,,,1,,,,,,,,,,,,,
2105,VII,OSZ,VII,199,,,", Andrzej Groszek ",dyrektor Biura Kontroli Wewn?trznej Agencji Rynku Rolnego ,,,,,,,,,,,1,,,,,,
2106,VII,OSZ,VII,199,,,Jerzy Dawidek, doradca techniczny w Departamencie Rolnictwa i Rozwoju Wsi Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2107,VII,OSZ,VII,199,,,Bart?omiej Popczyk, kierownik Dzia?u Hodowli i O?rodka Hodowli Zarodowej Zarz?du G?ównego Polskiego Zwi?zku ?owieckiego ,Polski Zwi?zek ?owiecki,Polski Zwi?zek ?owiecki,,1,,,,,,,,,,,,,
2108,VII,OSZ,VII,199,,,Bogumi? Wójcik, radca prawny PZ?,,,,1,,,,,,,,,,,,,
2109,VII,OSZ,VII,199,,,S?awomir Litwin, cz?onek Zarz?du Zwi?zku Producentów Ryb i ,,,,1,,,,,,,,,,,,,
2110,VII,OSZ,VII,199,,,Pawe? Tomke, cz?onek Zwi?zku Producentów Ryb ,,,,1,,,,,,,,,,,,,
2111,VII,OSZ,VII,199,,,Ma?gorzata Ramatowska, starszy specjalista w Krajowej Radzie Izb Rolniczych ,,,,1,,,,,,,,,,,,,
2112,VII,OSZ,VII,199,,,Halina Cie?lak, przedstawiciel Towarzystwa Ubezpiecze? Wzajemnych TUW ,,,1,,,,,,,,,,,,,,
2113,VII,OSZ,VII,199,,,Marcin Pabi?, przedstawiciel Concordia Polska Towarzystwa Ubezpiecze? Wzajemnych ,,,1,,,,,,,,,,,,,,
2114,VII,OSZ,VII,199,,,Mariusz Go??biowski, wiceprzewodnicz?cy Zwi?zku Zawodowego Rolników „Ojczyzna”   prof.,,,,,,1,,,,,,,,,,,
2115,VII,OSZ,VII,199,,, Marek Gromiec, i dr in?.,,,,,,,,,,,,,,,,,
2116,VII,OSZ,VII,199,,, Karol Krajewski, - stali doradcy komisji.,,,,,,,,,,1,,,,,,,
2117,VII,OSZ,VII,199,,,"Krystyna Paj?k, Bogus?awa Kram, Bartosz B?k, Andrzej Kniaziowski, Dariusz Rzepnikowski", - z sekretariatów Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2118,VII,OSZ,VII,199,,,Dariusz D?bkowski, i ,,,,,,,,,,1,,,,,,,
2119,VII,OSZ,VII,199,,,Dorota Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2120,VII,OSZ,VII,200,  - ponowne rozpatrzenie sprawozdania podkomisji nadzwyczajnej o poselskim projekcie ustawy o zmianie ustawy - Prawo ?owieckie oraz niektórych innych ustaw (druk nr 2970) oraz o rz?dowym projekcie ustawy o zmianie ustawy - Prawo ?owieckie (druk nr 3192).  ,,Wanda Nowicka ,wicemarsza?ek Sejmu RP ,,,,,,,,,,1,,,,,,,
2121,VII,OSZ,VII,200,,,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska g?ówny konserwator przyrody wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2122,VII,OSZ,VII,200,,,Jerzy Bazylewicz, g?ówny specjalista w Departamencie ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2123,VII,OSZ,VII,200,,,Bart?omiej Popczyk, kierownik Dzia?u Hodowli Zarz?du G?ównego Polskiego Zwi?zku ?owieckiego ,Polski Zwi?zek ?owiecki,Polski Zwi?zek ?owiecki,,1,,,,,,,,,,,,,
2124,VII,OSZ,VII,200,,,Piotr Jenoch, zast?pca kierownika Dzia?u Organizacji i szkolenia ZG PZ? ,,,,1,,,,,,,,,,,,,
2125,VII,OSZ,VII,200,,,Marcin Szwed, prawnik Helsi?skiej Fundacji Praw Cz?owieka ,Helsi?ska Fundacja Praw Cz?owieka,HFPC,1,,,,,,,,,,,,,,
2126,VII,OSZ,VII,200,,,Ma?gorzata Ramatowska, starszy specjalista w Krajowej Radzie Izb Rolniczych ,,,,1,,,,,,,,,,,,,
2127,VII,OSZ,VII,200,,,Stefan Traczyk, prezes Stowarzyszenia Le?ników i W?a?cicieli Lasów ,,,1,,,,,,,,,,,,,,1
2128,VII,OSZ,VII,200,,,Dorota Wiland, prezes Fundacji IUS ANIMALIA , Fundacja na Rzecz Ochrony Zwierz?t IUS ANIMALIA,,1,,,,,,,,,,,,,,
2129,VII,OSZ,VII,200,,,Cezary Wyszy?ski, prezes Fundacji Mi?dzynarodowy Ruch Na Rzecz Zwierz?t - Viva! ,Fundacja Mi?dzynarodowy Ruch Na Rzecz Zwierz?t - Viva! ,,1,,,,,,,,,,,,,,
2130,VII,OSZ,VII,200,,,Tomasz Zdrojewski, przedstawiciel Koalicji „Niech ?yj?!”.,,,1,,,,,,,,,,,,,,
2131,VII,OSZ,VII,200,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2132,VII,OSZ,VII,200,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2133,VII,OSZ,VII,200,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2134,VII,OSZ,VII,200,,,Dariusz D?bkowski,,,,,,,,,,,1,,,,,,,
2135,VII,OSZ,VII,200,,, Dorota Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2136,VII,OSZ,VII,201,  - poselskiego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druk nr 3667).  ,,Roman G?az, zast?pca dyrektora Departamentu Ochrony Powietrza Ministerstwa ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
2137,VII,OSZ,VII,201,,,Bogus?awa Rutkowska ,dyrektor Departamentu Inspekcji i Orzecznictwa G?ównego Inspektoratu Ochrony ?rodowiska ,G?ówny Inspektor Ochrony ?rodowiska,GIO?,,,,,,,,,1,,,,,,
2138,VII,OSZ,VII,201,,,Miros?aw Sa?ata, doradca techniczny Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2139,VII,OSZ,VII,201,,,Stefan Traczyk ,prezes Stowarzyszenia Le?ników i W?a?cicieli Lasów ,,,1,,,,,,,,,,,,,,1
2140,VII,OSZ,VII,201,,,Mariusz Popio?ek, doradca w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
2141,VII,OSZ,VII,201,,,Bogus?awa, ,,,,,,,,,,1,,,,,,,
2142,VII,OSZ,VII,201,,,Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2143,VII,OSZ,VII,201,,, Anna Jasie?ska, ,,,,,,,,,,1,,,,,,,
2144,VII,OSZ,VII,201,,,Krystyna Paj?k,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2145,VII,OSZ,VII,201,,, Bartosz B?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2146,VII,OSZ,VII,201,,,Dorota Rutkowska-Skwara, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2147,VII,OSZ,VII,202,"  - sprawozdanie podkomisji nadzwyczajnej o rz?dowym projekcie ustawy o zmianie ustawy o udost?pnianiu informacji o ?rodowisku i jego ochronie, udziale spo?ecze?stwa w ochronie ?rodowiska oraz o ocenach oddzia?ywania na ?rodowisko oraz niektórych innych ustaw (druk nr 3677).  ",,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2148,VII,OSZ,VII,202,,,Andrzej Dziura, zast?pca Dyrektora Ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
2149,VII,OSZ,VII,202,,,Miros?aw Sa?ata, g?ówny specjalista w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2150,VII,OSZ,VII,202,,,Katarzyna Klich, przedstawiciel Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej.,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
2151,VII,OSZ,VII,202,,,Bartosz B?k ,i,,,,,,,,,,1,,,,,,,
2152,VII,OSZ,VII,202,,, Krystyna Paj?k, ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2153,VII,OSZ,VII,202,,,-, z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2154,VII,OSZ,VII,202,,,Micha? Baranowski ,i,,,,,,,,,,1,,,,,,,
2155,VII,OSZ,VII,202,,, ?ukasz Grabarczyk, ,,,,,,,,,,1,,,,,,,
2156,VII,OSZ,VII,202,,,-, legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2157,VII,OSZ,VII,203,"  - uchwa?? Senatu w sprawie ustawy o zmianie ustawy o zu?ytym sprz?cie elektrycznym i elektronicznym (druk nr 3828),  ",,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2158,VII,OSZ,VII,203,"  - poprawki zg?oszonej w czasie drugiego czytania do rz?dowego projektu ustawy o zmianie ustawy o udost?pnianiu informacji o ?rodowisku i jego ochronie, udziale spo?ecze?stwa w ochronie ?rodowiska oraz o ocenach oddzia?ywania na ?rodowisko oraz niektórych innych ustaw (druki nr 3677 i 3788).  ",,Katarzyna Klich ,g?ówny specjalista w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,,,,,,,
2159,VII,OSZ,VII,203,,,Micha? Kanownik,prezes zarz?du Zwi?zku Importerów i Producentów Sprz?tu Elektrycznego i Elektronicznego Bran?y RTV i IT „Cyfrowa Polska”.,Zwi?zek Importerów i Producentów Sprz?tu Elektrycznego i Elektronicznego Bran?y RTV i IT ,,,1,,,,,,,,,,,,,
2160,VII,OSZ,VII,203,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2161,VII,OSZ,VII,203,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2162,VII,OSZ,VII,203,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2163,VII,OSZ,VII,203,,,Dorota Rutkowska-Skwara, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2164,VII,OSZ,VII,204,"  - pierwsze czytanie rz?dowego projektu ustawy o ratyfikacji Poprawki dauha?skiej do Protoko?u z Kioto do Ramowej konwencji Narodów Zjednoczonych w sprawie zmian klimatu, sporz?dzonego w Kioto dnia 11 grudnia 1997 r., przyj?tej w Ad-Dausze dnia 8 grudnia 2012 r. (druk nr 3809).  ",,Marcin Korolec ,sekretarz stanu w Ministerstwie ?rodowiska   ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2165,VII,OSZ,VII,204,,,Artur Nowak-Far ,podsekretarz stanu w Ministerstwie Spraw Zagranicznych wraz ze wspó?pracownikami.,,,,,,,,,1,,,,,,,,
2166,VII,OSZ,VII,204,,,?ukasz Andrzejczyk, ,,,,,,,,,,1,,,,,,,
2167,VII,OSZ,VII,204,,,Piotr Babi?ski,,,,,,,,,,,1,,,,,,,
2168,VII,OSZ,VII,204,,, Bartosz B?k, ,,,,,,,,,,1,,,,,,,
2169,VII,OSZ,VII,204,,,Artur Kucharski ,i ,,,,,,,,,,1,,,,,,,
2170,VII,OSZ,VII,204,,,Krystyna Paj?k,- z sekretariatów Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2171,VII,OSZ,VII,204,,,Przemys?aw Sad?o?, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2172,VII,OSZ,VII,205,  - uchwa?? Senatu w sprawie ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druk nr 3829).  ,,Marcin Korolec, sekretarz stanu w Ministerstwie ?rodowiska pe?nomocnik rz?du ds. polityki klimatycznej wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2173,VII,OSZ,VII,205,,,Teresa Warcha?owska ,zast?pca dyrektora Departamentu ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2174,VII,OSZ,VII,205,,,Dariusz Ho?ub, ekspert w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej. ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
2175,VII,OSZ,VII,205,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2176,VII,OSZ,VII,205,,, S?awomir Jakubczak,,,,,,,,,,,1,,,,,,,
2177,VII,OSZ,VII,205,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2178,VII,OSZ,VII,205,,, Dariusz Myrcha,,,,,,,,,,,1,,,,,,,
2179,VII,OSZ,VII,205,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2180,VII,OSZ,VII,205,,,Dorota Rutkowska-Skwara, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2181,VII,OSZ,VII,206,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o ochronie zwierz?t oraz niektórych innych ustaw (druk nr 3744).  ,,Dorota Niedziela, sekretarz stanu i ,,,,,,,,,,,,,,,,,
2182,VII,OSZ,VII,206,,,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2183,VII,OSZ,VII,206,,,Tadeusz Nalewajk, podsekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi wraz ze wspó?pracownikami ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
2184,VII,OSZ,VII,206,,,Bartosz B?k, ,,,,,,,,,,1,,,,,,,
2185,VII,OSZ,VII,206,,,S?awomir Jakubczak, ,,,,,,,,,,1,,,,,,,
2186,VII,OSZ,VII,206,,,Andrzej Kniaziowski, ,,,,,,,,,,1,,,,,,,
2187,VII,OSZ,VII,206,,,Bogus?awa Kram, ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2188,VII,OSZ,VII,206,,,Dariusz Myrcha, i ,,,,,,,,,,1,,,,,,,
2189,VII,OSZ,VII,206,,,Krystyna Paj?k, - z sekretariatów komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
